mode,value,lift_indices,lift_slacks
26480,491053889/50000000,8826;28509;48192,804521/6250000;61719393/100000000;0
26483,171797259/100000000,8827;28510;48193,0;28424697/100000000;3027179/100000000
26486,2429101151/100000000,8828;28511;48194,0;2436887/50000000;149716431/100000000
26489,575539193/100000000,8829;28512;48195,0;90313/312500;12815459/100000000
26492,19499719/4000000,8830;28513;48196,10110359/50000000;588591/1250000;0
26495,957384477/100000000,8831;28514;48197,252659/12500000;0;157258619/100000000
26498,45281733/10000000,8832;28515;48198,8430257/100000000;13132051/100000000;0
26501,66152381/20000000,8833;28516;48199,123217/20000000;6201113/25000000;0
26504,318362321/50000000,8834;28517;48200,0;53912453/100000000;41739939/100000000
26507,1524787179/100000000,8835;28518;48201,11871743/100000000;2649997/2000000;0
26510,97082821/50000000,8836;28519;48202,4075831/50000000;1576887/50000000;0
26513,217588329/25000000,8837;28520;48203,48826897/100000000;1361357/100000000;0
26516,327270901/50000000,8838;28521;48204,22596619/100000000;0;76775607/100000000
26519,17143111/5000000,8839;28522;48205,0;4419751/6250000;5548779/50000000
26522,138626063/50000000,8840;28523;48206,723051/25000000;0;3614889/20000000
26525,33636287/5000000,8841;28524;48207,575281/100000000;12217763/20000000;0
26528,200639883/100000000,8842;28525;48208,4677539/50000000;0;12230371/100000000
26531,321248167/50000000,8843;28526;48209,15988043/100000000;22793317/50000000;0
26534,133215977/20000000,8844;28527;48210,0;18025431/100000000;5469749/20000000
26537,77100607/50000000,8845;28528;48211,0;1779263/25000000;156353/10000000
26540,121823457/20000000,8846;28529;48212,763939/625000;33926493/100000000;0
26543,377632421/50000000,8847;28530;48213,24613089/100000000;0;35786813/100000000
26546,21558731/5000000,8848;28531;48214,74871/20000000;0;3602403/25000000
26549,91927693/25000000,8849;28532;48215,0;39643987/100000000;6831489/100000000
26552,843936021/100000000,8850;28533;48216,6152661/50000000;40893347/20000000;0
26555,66638287/50000000,8851;28534;48217,0;4990653/50000000;9918703/100000000
26558,466405319/50000000,8852;28535;48218,2681971/25000000;150828731/100000000;0
26561,532952143/50000000,8853;28536;48219,0;34686469/50000000;68701041/100000000
26564,219898053/100000000,8854;28537;48220,0;13638837/50000000;23021551/50000000
26567,1372160597/100000000,8855;28538;48221,0;92770873/100000000;76744849/50000000
26570,47973941/10000000,8856;28539;48222,0;3352251/4000000;5386683/10000000
26573,495982759/100000000,8857;28540;48223,0;61595427/50000000;1390793/10000000
26576,37629023/6250000,8858;28541;48224,0;617479/6250000;1956049/2000000
26579,50299997/12500000,8859;28542;48225,0;40237083/100000000;25483899/25000000
26582,133850211/50000000,8860;28543;48226,4934131/12500000;11025673/50000000;0
26585,144664837/12500000,8861;28544;48227,0;30260407/12500000;66154327/100000000
26588,244849477/25000000,8862;28545;48228,39114851/100000000;2232231/3125000;0
26591,15593457/12500000,8863;28546;48229,0;24397/800000;2285037/100000000
26594,51105383/2500000,8864;28547;48230,15907371/4000000;39641393/10000000;0
26597,276650049/50000000,8865;28548;48231,12573/390625;0;13669101/20000000
26600,350870313/100000000,8866;28549;48232,15471613/100000000;39828683/100000000;0
26603,335735417/100000000,8867;28550;48233,11612301/50000000;4891353/20000000;0
26606,308215497/50000000,8868;28551;48234,0;21218283/25000000;16707773/100000000
26609,3010183/1250000,8869;28552;48235,0;1550289/12500000;1028441/25000000
26612,794092767/100000000,8870;28553;48236,0;11284739/100000000;106663473/100000000
26615,309855127/50000000,8871;28554;48237,9332213/50000000;0;12240921/25000000
26618,190846851/100000000,8872;28555;48238,0;856659/20000000;3637159/20000000
26621,476356999/50000000,8873;28556;48239,27658917/100000000;0;10512723/12500000
26624,1394658157/100000000,8874;28557;48240,110287739/100000000;2389/12500;0
26627,215364299/100000000,8875;28558;48241,0;5794679/100000000;1637173/6250000
26630,11592713/2500000,8876;28559;48242,8532921/50000000;13989353/100000000;0
26633,204116873/50000000,8877;28560;48243,0;9519403/100000000;35442593/100000000
26636,9296551/6250000,8878;28561;48244,22389663/100000000;0;16117/800000
26639,113538413/6250000,8879;28562;48245,0;49983097/100000000;169315987/50000000
26642,852187137/100000000,8880;28563;48246,10250789/20000000;20225421/50000000;0
26645,162085059/100000000,8881;28564;48247,7490931/100000000;0;7153041/25000000
26648,807919303/50000000,8882;28565;48248,67747617/100000000;72357651/50000000;0
26651,882352437/100000000,8883;28566;48249,1838423/5000000;0;12695801/100000000
26654,126869519/12500000,8884;28567;48250,218163903/100000000;0;36798837/100000000
26657,16624821/4000000,8885;28568;48251,0;8543323/25000000;5241531/100000000
26660,308302081/50000000,8886;28569;48252,0;72845179/100000000;12185759/100000000
26663,51388183/20000000,8887;28570;48253,10832147/50000000;30944789/100000000;0
26666,434124863/50000000,8888;28571;48254,0;21270103/50000000;3000817/25000000
26669,684241509/50000000,8889;28572;48255,0;30844127/20000000;267295959/100000000
26672,168810473/100000000,8890;28573;48256,0;999767/25000000;3229081/25000000
26675,878543077/100000000,8891;28574;48257,822083/2500000;0;55312147/50000000
26678,102618601/25000000,8892;28575;48258,17714293/100000000;0;29081797/100000000
26681,116006907/50000000,8893;28576;48259,0;1617079/50000000;404237/50000000
26684,398828357/100000000,8894;28577;48260,37007857/100000000;7510341/50000000;0
26687,412567851/100000000,8895;28578;48261,0;11278543/50000000;6644397/100000000
26690,72766401/50000000,8896;28579;48262,0;4908061/25000000;3577691/100000000
26693,204598701/20000000,8897;28580;48263,2138521/1562500;0;43950149/100000000
26696,300971287/50000000,8898;28581;48264,0;921551/50000000;14156123/25000000
26699,223273149/50000000,8899;28582;48265,0;25368631/100000000;134335551/100000000
26702,612870813/100000000,8900;28583;48266,1527967/3125000;92530879/100000000;0
26705,208578651/25000000,8901;28584;48267,30614789/20000000;1976277/100000000;0
26708,12195657/6250000,8902;28585;48268,0;14289679/100000000;16557547/100000000
26711,414295201/100000000,8903;28586;48269,9380493/20000000;5256957/25000000;0
26714,159790411/25000000,8904;28587;48270,0;66470113/100000000;1714631/25000000
26717,120897789/100000000,8905;28588;48271,2958761/20000000;103089/50000000;0
26720,1450130719/100000000,8906;28589;48272,341829477/100000000;30823623/100000000;0
26723,974318907/50000000,8907;28590;48273,0;39181367/100000000;20463417/10000000
26726,162942481/100000000,8908;28591;48274,12290597/100000000;0;32714559/100000000
26729,87000497/6250000,8909;28592;48275,14746663/12500000;220082719/100000000;0
26732,1043719171/100000000,8910;28593;48276,162717373/100000000;214214313/100000000;0
26735,73630343/25000000,8911;28594;48277,0;32043461/50000000;35875873/100000000
26738,758517781/100000000,8912;28595;48278,0;488881/50000000;95114931/50000000
26741,485295067/100000000,8913;28596;48279,0;620777/2000000;6300657/25000000
26744,225634549/50000000,8914;28597;48280,0;3650533/2500000;50469577/50000000
26747,383272791/50000000,8915;28598;48281,0;45487153/50000000;39038019/50000000
26750,1865845941/100000000,8916;28599;48282,0;12160547/4000000;2969107/25000000
26753,13949973/10000000,8917;28600;48283,0;5383249/50000000;1570943/20000000
26756,1197792939/100000000,8918;28601;48284,0;115623979/50000000;231565513/100000000
26759,43742177/10000000,8919;28602;48285,0;11574741/100000000;871561/6250000
26762,100857239/50000000,8920;28603;48286,3258909/50000000;14069389/100000000;0
26765,241965889/100000000,8921;28604;48287,9484227/25000000;2316577/20000000;0
26768,24128091/3125000,8922;28605;48288,570021/2000000;4110481/5000000;0
26771,256901987/100000000,8923;28606;48289,51885031/100000000;0;1747987/3125000
26774,674180707/100000000,8924;28607;48290,0;808663/4000000;20243161/50000000
26777,809816123/100000000,8925;28608;48291,19101891/50000000;3984037/6250000;0
26780,135618457/100000000,8926;28609;48292,0;4114621/100000000;7000323/25000000
26783,90230669/20000000,8927;28610;48293,0;2685269/20000000;2462877/10000000
26786,1059181919/100000000,8928;28611;48294,1712837/6250000;23080743/50000000;0
26789,450763303/100000000,8929;28612;48295,0;17377503/100000000;3051063/5000000
26792,224131599/50000000,8930;28613;48296,19664341/50000000;0;6854339/50000000
26795,228470389/50000000,8931;28614;48297,0;13267449/100000000;42775713/100000000
26798,90013013/50000000,8932;28615;48298,0;377087/4000000;4660949/100000000
26801,1165269901/100000000,8933;28616;48299,23859441/100000000;61989867/25000000;0
26804,114869369/20000000,8934;28617;48300,191939/2000000;0;1248399/25000000
26807,87753571/50000000,8935;28618;48301,3091801/25000000;99181/5000000;0
26810,1372530633/100000000,8936;28619;48302,152591/250000;0;41438323/12500000
26813,760015077/100000000,8937;28620;48303,4398191/4000000;6369997/50000000;0
26816,288655917/100000000,8938;28621;48304,3982593/50000000;0;9687249/100000000
26819,42588357/12500000,8939;28622;48305,0;413559/5000000;1233197/20000000
26822,461128501/100000000,8940;28623;48306,0;19525939/25000000;23449551/100000000
26825,103403441/20000000,8941;28624;48307,4968541/25000000;965339/50000000;0
26828,728105647/100000000,8942;28625;48308,26678429/100000000;50931739/100000000;0
26831,949627701/100000000,8943;28626;48309,0;54053519/25000000;125821563/100000000
26834,39258299/25000000,8944;28627;48310,2320137/12500000;0;1129963/50000000
26837,73379479/2000000,8945;28628;48311,34958363/10000000;0;1201267037/100000000
26840,267100987/50000000,8946;28629;48312,1127603/50000000;10087049/20000000;0
26843,237832127/100000000,8947;28630;48313,0;314731/2500000;208353/3125000
26846,56794711/20000000,8948;28631;48314,3311851/50000000;4992813/50000000;0
26849,28724883/5000000,8949;28632;48315,7637969/25000000;21219091/25000000;0
26852,46951221/25000000,8950;28633;48316,5002803/50000000;1232047/50000000;0
26855,1435035357/100000000,8951;28634;48317,15288481/20000000;0;104147831/100000000
26858,1014592533/100000000,8952;28635;48318,81069739/50000000;12341279/50000000;0
26861,2071979/1250000,8953;28636;48319,0;16237017/100000000;7808571/25000000
26864,324095029/50000000,8954;28637;48320,0;7859003/6250000;107812149/100000000
26867,914379439/100000000,8955;28638;48321,290967/800000;0;2513133/5000000
26870,128441053/50000000,8956;28639;48322,19462357/50000000;5878331/100000000;0
26873,215320369/50000000,8957;28640;48323,22368501/100000000;10051451/50000000;0
26876,12000267/3125000,8958;28641;48324,770961/3125000;0;266717/1562500
26879,19939001/12500000,8959;28642;48325,21418579/100000000;1463549/100000000;0
26882,870098327/50000000,8960;28643;48326,198022221/100000000;0;177115611/100000000
26885,1046113397/100000000,8961;28644;48327,2331129/2500000;24295217/50000000;0
26888,8175277/5000000,8962;28645;48328,1347139/10000000;987639/100000000;0
26891,1513606401/100000000,8963;28646;48329,0;156284757/50000000;40226123/12500000
26894,558914809/50000000,8964;28647;48330,4231983/20000000;5061/625000;0
26897,44942221/10000000,8965;28648;48331,22941327/100000000;0;2897327/5000000
26900,192233097/50000000,8966;28649;48332,750023/4000000;0;782959/25000000
26903,17554223/3125000,8967;28650;48333,0;3490043/12500000;111877/20000000
26906,234409037/100000000,8968;28651;48334,0;1896577/50000000;18298343/100000000
26909,418823069/50000000,8969;28652;48335,7981243/12500000;198091719/100000000;0
26912,3093072577/100000000,8970;28653;48336,47679029/10000000;13981107/5000000;0
26915,12934443/10000000,8971;28654;48337,0;6274741/100000000;642337/5000000
26918,28160463/1562500,8972;28655;48338,0;26385211/25000000;236720299/100000000
26921,475581627/100000000,8973;28656;48339,1899819/12500000;24509253/100000000;0
26924,234242251/100000000,8974;28657;48340,9711917/100000000;954007/50000000;0
26927,472486339/100000000,8975;28658;48341,0;3324759/10000000;436537/5000000
26930,709266023/100000000,8976;28659;48342,0;26474169/20000000;289893/25000000
26933,51393853/25000000,8977;28660;48343,1108693/6250000;0;9433511/25000000
26936,1132344397/100000000,8978;28661;48344,24600049/20000000;0;236217327/100000000
26939,488278517/50000000,8979;28662;48345,17888817/50000000;29100339/100000000;0
26942,208847449/100000000,8980;28663;48346,3808187/100000000;1324549/4000000;0
26945,146009549/25000000,8981;28664;48347,72595663/100000000;26574217/100000000;0
26948,320165639/50000000,8982;28665;48348,18829319/100000000;0;4726859/20000000
26951,254547273/100000000,8983;28666;48349,321181/2500000;37381871/100000000;0
26954,166987689/50000000,8984;28667;48350,5101639/100000000;0;2721749/100000000
26957,518830229/100000000,8985;28668;48351,1826221/6250000;0;12220231/100000000
26960,9436253/6250000,8986;28669;48352,8855491/50000000;0;3888149/25000000
26963,640847701/20000000,8987;28670;48353,0;85329961/100000000;731993707/100000000
26966,342641741/25000000,8988;28671;48354,7997191/50000000;17223297/10000000;0
26969,189909237/100000000,8989;28672;48355,997863/12500000;4635943/20000000;0
26972,325356951/20000000,8990;28673;48356,0;31958091/20000000;20554909/100000000
26975,95166621/12500000,8991;28674;48357,0;69581651/100000000;55385239/50000000
26978,111784079/25000000,8992;28675;48358,2422059/50000000;0;2035577/2000000
26981,33746669/6250000,8993;28676;48359,0;23491/4000000;7049699/50000000
26984,491722533/100000000,8994;28677;48360,58210241/100000000;50748941/100000000;0
26987,27899889/12500000,8995;28678;48361,9557919/25000000;208763/4000000;0
26990,605307797/100000000,8996;28679;48362,111717/5000000;16965491/50000000;0
26993,238870383/25000000,8997;28680;48363,3249477/25000000;0;76919251/100000000
26996,80525397/50000000,8998;28681;48364,0;1078399/25000000;2025857/20000000
26999,595890679/50000000,8999;28682;48365,0;1074311/800000;76283809/25000000
27002,170683453/25000000,9000;28683;48366,16555427/50000000;0;16119609/50000000
27005,236883741/100000000,9001;28684;48367,146813/1000000;0;6244771/100000000
27008,123438343/50000000,9002;28685;48368,8456347/50000000;0;3758443/25000000
27011,57270233/10000000,9003;28686;48369,0;10064543/50000000;995513/12500000
27014,221520763/100000000,9004;28687;48370,39276783/100000000;34065771/100000000;0
27017,6478887/1000000,9005;28688;48371,0;3500107/3125000;11325571/10000000
27020,4918829/625000,9006;28689;48372,60315201/100000000;3238573/12500000;0
27023,68221297/50000000,9007;28690;48373,0;659173/50000000;2711887/50000000
27026,229956961/50000000,9008;28691;48374,2216993/12500000;3577343/12500000;0
27029,575572129/100000000,9009;28692;48375,12037843/100000000;9860899/100000000;0
27032,31338103/10000000,9010;28693;48376,0;13773227/20000000;1095357/6250000
27035,538662643/100000000,9011;28694;48377,6934333/100000000;0;78002379/100000000
27038,570707519/100000000,9012;28695;48378,10377837/50000000;12116823/20000000;0
27041,71501649/50000000,9013;28696;48379,2435673/50000000;2309919/20000000;0
27044,44823473/4000000,9014;28697;48380,3571469/50000000;0;36179977/25000000
27047,323090219/50000000,9015;28698;48381,0;64283871/50000000;17912797/100000000
27050,176525879/100000000,9016;28699;48382,0;6621459/100000000;3014453/25000000
27053,310284141/50000000,9017;28700;48383,14251633/20000000;0;1805839/4000000
27056,521315519/100000000,9018;28701;48384,40391911/100000000;0;5848839/10000000
27059,44554111/12500000,9019;28702;48385,1858151/20000000;38322503/100000000;0
27062,339135971/50000000,9020;28703;48386,62002283/50000000;132352461/100000000;0
27065,494661209/100000000,9021;28704;48387,60596719/100000000;2214469/50000000;0
27068,262786193/100000000,9022;28705;48388,0;36690329/100000000;13388001/100000000
27071,132249401/20000000,9023;28706;48389,0;35409313/100000000;67442851/100000000
