mode,row_kind,retarded_mode,auxiliary_mode,target,slack
9830,D1,19637,6545,387122021/100000000,703692124145522631715163/124118813025000000000000000000
9833,D2,19649,,331322331/100000000,2409104153549/496475252100000000
9836,D3,19661,6557,274802053/100000000,6658089800846345404473961279/1654917507000000000000000000000000
9839,D1,19673,6557,609731911/100000000,1108125479649019506726017/124118813025000000000000000000
9842,D2,2,,94598753/50000000,686559793687/248237626050000000
9845,D3,14,2,107479679/12500000,62528218617107783895527838409/4964752521000000000000000000000000
9848,D1,26,8,120161943/20000000,45488368122787158028591/5171617209375000000000000000
9851,D2,38,,16470791/10000000,119659885889/49647525210000000
9854,D3,50,8,315311283/50000000,5732576250375630794307651353/620594065125000000000000000000000
9857,D1,62,20,765142813/100000000,1391177904930429724835971/124118813025000000000000000000
9860,D2,74,,55448313/25000000,134482684309/41372937675000000
9863,D3,86,14,90181743/25000000,163851397618524788396986073/31029703256250000000000000000000
9866,D1,98,32,84191047/25000000,61288641986595500066083/12411881302500000000000000000
9869,D2,110,,30236859/25000000,73484209487/41372937675000000
9872,D3,122,20,59611413/5000000,86696896823806797091667352631/4964752521000000000000000000000000
9875,D1,134,44,772707369/100000000,4387123388694123080347/387871290703125000000000000
9878,D2,146,,29896363/25000000,217627018877/124118813025000000
9881,D3,158,26,1170168143/100000000,850306998071735795050031117/49647525210000000000000000000000
9884,D1,170,56,560814021/100000000,1019321868434316565059101/124118813025000000000000000000
9887,D2,182,,145758653/20000000,1059260685787/99295050420000000
9890,D3,194,32,12763503/4000000,773528295065285410052091421/165491750700000000000000000000000
9893,D1,206,68,30878219/4000000,1402780855921567940024249/124118813025000000000000000000
9896,D2,218,,217114917/100000000,1576477544243/496475252100000000
9899,D3,230,38,177448637/25000000,51632580846632321681435514611/4964752521000000000000000000000000
9902,D1,242,80,1230794967/100000000,89500972383688999554487/4964752521000000000000000000
9905,D2,254,,33310271/25000000,242077556809/124118813025000000
9908,D3,266,44,127053853/12500000,230906577142207691520579967/15514851628125000000000000000000
9911,D1,278,92,411827721/100000000,74883363239158146556597/12411881302500000000000000000
9914,D2,290,,39375133/20000000,285973539707/99295050420000000
9917,D3,302,50,328655091/100000000,1326307620113414713168573109/275819584500000000000000000000000
9920,D1,314,104,43576777/10000000,98970076893171675773129/15514851628125000000000000000
9923,D2,326,,128434447/100000000,931473509113/496475252100000000
9926,D3,338,56,88852299/10000000,64602230301440329740629315561/4964752521000000000000000000000000
9929,D1,350,116,456609787/50000000,138327472837161148029281/10343234418750000000000000000
9932,D2,362,,3019777/2000000,21950392183/9929505042000000
9935,D3,374,62,643946579/100000000,289040200814382592512291771/30646620500000000000000000000000
9938,D1,386,128,70733539/12500000,1028595460173850775456461/124118813025000000000000000000
9941,D2,398,,211345731/100000000,1534815162149/496475252100000000
9944,D3,410,68,532038663/100000000,38693835279957342372048608789/4964752521000000000000000000000000
9947,D1,422,140,75509243/20000000,686402045764953314371597/124118813025000000000000000000
9950,D2,434,,1488773/1250000,10815053267/6205940651250000
9953,D3,446,74,234802287/25000000,13658097950347045876381824671/992950504200000000000000000000000
9956,D1,458,152,1693463/160000,96212525630715353941031/6205940651250000000000000000
9959,D2,470,,151885703/100000000,1105126892737/496475252100000000
9962,D3,482,80,155836467/20000000,755722902705313622536236169/66196700280000000000000000000000
9965,D1,494,164,645263511/100000000,14482043475204569640039/1532331025000000000000000000
9968,D2,506,,83367471/20000000,605703355609/99295050420000000
9971,D3,518,86,3697223/800000,6725055778175791887961716203/992950504200000000000000000000000
9974,D1,530,176,374551223/100000000,680796360671933337647783/124118813025000000000000000000
9977,D2,542,,38276481/12500000,92686747133/20686468837500000
9980,D3,554,92,319784029/50000000,4648593827907309689524381217/496475252100000000000000000000000
9983,D1,566,188,311929009/25000000,1134108710293239602935553/62059406512500000000000000000
9986,D2,578,,60755171/50000000,442013963909/248237626050000000
9989,D3,590,98,18277429/2000000,3690753028460861541740943323/275819584500000000000000000000000
9992,D1,602,200,44669241/10000000,812627945070728159761927/124118813025000000000000000000
9995,D2,614,,131631603/50000000,106306942093/27581958450000000
9998,D3,626,104,290943701/100000000,2643536698696843509150442469/620594065125000000000000000000000
10001,D1,638,212,137701597/20000000,34768482785113555697869/3447744806250000000000000000
10004,D2,650,,60490317/20000000,439938160843/99295050420000000
10007,D3,662,110,71377197/12500000,3458470144728382618059333877/413729376750000000000000000000000
10010,D1,674,224,685241027/100000000,311262582606224009060453/31029703256250000000000000000
10013,D2,686,,38606707/25000000,281294241653/124118813025000000
10016,D3,698,116,507641661/100000000,9221636051535815828873505623/1241188130250000000000000000000000
10019,D1,710,236,196726873/25000000,476731640195954227353689/41372937675000000000000000000
10022,D2,722,,84656707/25000000,615702191653/124118813025000000
10025,D3,734,122,242325417/50000000,35212796611024196750008979911/4964752521000000000000000000000000
10028,D1,746,248,22264687/4000000,1011289054657722990861563/124118813025000000000000000000
10031,D2,758,,209616383/100000000,1524457848457/496475252100000000
10034,D3,770,128,802954937/100000000,58414545192876817489437698521/4964752521000000000000000000000000
10037,D1,782,260,138482693/25000000,201352563431838885207703/24823762605000000000000000000
10040,D2,794,,17783687/12500000,43044691691/20686468837500000
10043,D3,806,134,470415321/50000000,17096014793347839534551161423/1241188130250000000000000000000000
10046,D1,818,272,59387697/10000000,359530534851157530129071/41372937675000000000000000000
10049,D2,830,,146383951/50000000,1063838809529/248237626050000000
10052,D3,842,140,2494449/781250,23201719706273104233937096217/4964752521000000000000000000000000
10055,D1,854,284,209293851/50000000,38079482368091168697977/6205940651250000000000000000
10058,D2,866,,106868453/25000000,777352879987/124118813025000000
10061,D3,878,146,32576977/6250000,37867953029269453571126165503/4964752521000000000000000000000000
10064,D1,890,296,1468915281/100000000,2669636505120400617247963/124118813025000000000000000000
10067,D2,902,,131029567/100000000,954911211593/496475252100000000
10070,D3,914,152,404886579/25000000,218112471278277147834777233/9193986150000000000000000000000
10073,D1,926,308,86921543/12500000,421229142099672179938463/41372937675000000000000000000
10076,D2,938,,110663889/50000000,267901195277/82745875350000000
10079,D3,950,158,244249227/100000000,591610740178728419787746501/165491750700000000000000000000000
10082,D1,962,320,555140007/100000000,100832184425140904627897/12411881302500000000000000000
10085,D2,974,,213983121/100000000,518054600653/165491750700000000
10088,D3,986,164,918913923/100000000,66805582803711896443949826299/4964752521000000000000000000000000
10091,D1,998,332,631056409/100000000,286962394435856268217013/31029703256250000000000000000
10094,D2,1010,,264509003/100000000,1924528553437/496475252100000000
10097,D3,1022,170,125645841/25000000,18268054886611029966235259699/2482376260500000000000000000000000
10100,D1,1034,344,826108539/100000000,1502301058822092958213787/124118813025000000000000000000
10103,D2,1046,,7294071/4000000,53014397009/19859010084000000
10106,D3,1058,176,5962783/1562500,27782798161274435654000437963/4964752521000000000000000000000000
10109,D1,1070,356,5334009/1250000,193717192783874473849213/31029703256250000000000000000
10112,D2,1082,,134261569/100000000,326144611517/165491750700000000
10115,D3,1094,182,402601691/12500000,46835849238271540238643926441/992950504200000000000000000000000
10118,D1,1106,368,98858377/12500000,359429088897428088795061/31029703256250000000000000000
10121,D2,1118,,1,7271/4964752521
10124,D3,1130,188,753038919/50000000,54762203379776270162441999933/2482376260500000000000000000000000
10127,D1,1142,380,96630271/10000000,585308709401888245032661/41372937675000000000000000000
10130,D2,1154,,150897719/25000000,1096781600401/124118813025000000
10133,D3,1166,194,79053691/20000000,1196102906925231225187402291/206864688375000000000000000000000
10136,D1,1178,392,369015291/100000000,335456773913522139760387/62059406512500000000000000000
10139,D2,1190,,180382321/100000000,1313071418759/496475252100000000
10142,D3,1202,200,656710639/100000000,47793317333925129364985138347/4964752521000000000000000000000000
10145,D1,1214,404,113064413/10000000,1027404493582015515712003/62059406512500000000000000000
10148,D2,1226,,131337787/100000000,952489188973/496475252100000000
10151,D3,1238,206,261048511/10000000,94876752112786461919951620319/2482376260500000000000000000000000
10154,D1,1250,416,130199019/25000000,118281490155900952501097/15514851628125000000000000000
10157,D2,1262,,221566467/100000000,536397562231/165491750700000000
10160,D3,1274,212,149382513/50000000,1810628714135977181582642827/413729376750000000000000000000000
10163,D1,1286,428,8709177/2500000,79191889712946518491657/15514851628125000000000000000
10166,D2,1298,,7743159/5000000,56394246161/24823762605000000
10169,D3,1310,218,1054772643/100000000,7668039059080320447931009009/496475252100000000000000000000000
10172,D1,1322,440,798186177/100000000,483563375741885150265437/41372937675000000000000000000
10175,D2,1334,,76939033/50000000,557949947807/248237626050000000
10178,D3,1346,224,258652243/50000000,9398615086873392839908578833/1241188130250000000000000000000000
10181,D1,1358,452,277469643/50000000,504638115109933814007259/62059406512500000000000000000
10184,D2,1370,,159370483/50000000,1157552762357/248237626050000000
10187,D3,1382,230,320725411/100000000,1163062517752987027703247463/248237626050000000000000000000000
10190,D1,1394,464,41891471/12500000,304354910499131207300393/62059406512500000000000000000
10193,D2,1406,,27967939/20000000,203542575781/99295050420000000
10196,D3,1418,236,160477819/12500000,93314486807671405440704841887/4964752521000000000000000000000000
10199,D1,1430,476,18700191/2000000,1700361644065321571127329/124118813025000000000000000000
10202,D2,1442,,60516759/50000000,438592000561/248237626050000000
10205,D3,1454,242,616280679/20000000,112008245599751711841551621587/2482376260500000000000000000000000
10208,D1,1466,488,211513281/25000000,64071607891729744114027/5171617209375000000000000000
10211,D2,1478,,133502413/50000000,969698666827/248237626050000000
10214,D3,1490,248,138830403/20000000,50439366390477488409096590543/4964752521000000000000000000000000
10217,D1,1502,500,524579771/100000000,19066649424501675761159/2482376260500000000000000000
10220,D2,1514,,179949001/100000000,436677939493/165491750700000000
10223,D3,1526,254,601073621/100000000,14555260627742237257897902761/1654917507000000000000000000000000
10226,D1,1538,512,905095147/100000000,1645435231393584158868451/124118813025000000000000000000
10229,D2,1550,,544814/390625,3957523906/1939356453515625
10232,D3,1562,260,835255363/100000000,12147236204743486290619961083/992950504200000000000000000000000
10235,D1,1574,524,620881251/100000000,282205395751838556923917/31029703256250000000000000000
10238,D2,1586,,42542839/25000000,309224252881/124118813025000000
10241,D3,1598,266,145211357/50000000,10576232493652331547362914103/2482376260500000000000000000000000
10244,D1,1610,536,542055229/100000000,492716517974529551619821/62059406512500000000000000000
10247,D2,1622,,58692751/25000000,142436108243/41372937675000000
10250,D3,1634,272,153923217/20000000,6209746846295569410141490577/551639169000000000000000000000000
10253,D1,1646,548,674138069/100000000,1224549940670152202931799/124118813025000000000000000000
10256,D2,1658,,133526867/100000000,323746839431/165491750700000000
10259,D3,1670,278,384608843/100000000,345465868031433695203289563/61293241000000000000000000000000
10262,D1,1682,560,141636171/25000000,670189460561165763721/80806518896484375000000000
10265,D2,1694,,76661401/25000000,185773952693/41372937675000000
10268,D3,1706,284,606873/160000,1378980974582297612628157397/248237626050000000000000000000000
10271,D1,1718,572,462005643/100000000,420197306791542858327571/62059406512500000000000000000
10274,D2,1730,,61324049/50000000,445929322471/248237626050000000
10277,D3,1742,290,886452817/100000000,16098927755312526804703434529/1241188130250000000000000000000000
10280,D1,1754,584,148358203/25000000,119785398660484277578643/13790979225000000000000000000
10283,D2,1766,,197042573/100000000,1432153923467/496475252100000000
10286,D3,1778,296,785968079/100000000,19040513663400171047302906981/1654917507000000000000000000000000
10289,D1,1790,596,472114089/100000000,429126468254200894945201/62059406512500000000000000000
10292,D2,1802,,70453499/25000000,170675493007/41372937675000000
10295,D3,1814,302,306165163/50000000,22237922347850076056162572133/2482376260500000000000000000000000
